sentence,label
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",2
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,0
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",1
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1
The deliveries are scheduled for the summer and autumn of 2008 .,1
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,1
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",1
The Finnish company has also reached arrangements regarding the working hours and annual holidays .,1
`` It wo n't happen overnight .,1
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,1
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,2
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,1
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",1
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,1
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",0
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",1
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,2
Automation makes it possible to conduct several tests simultaneously .,1
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",1
New product launches in Finland will more than double from 2005 .,2
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",1
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",1
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,0
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,1
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,1
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",1
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",1
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",0
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,0
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,1
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",2
"In addition , the company is considering the start of production in Russia .",1
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1
"The value of the deal exceeds EUR500 ,000 , the company said .",1
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,2
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,2
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,1
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,1
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",2
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",2
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,0
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1
"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",1
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",2
Exports grew 16.5 percent to 19.1 million liters .,2
Why not give your bedroom a cool makeover for summer .,1
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",2
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",2
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1
Lean System supports change management and component purchasing extremely well .,2
The duration of the lay-offs per employee will vary from one to six weeks .,1
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",1
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",0
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",1
Union and company officials did not return calls yesterday .,1
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,1
The total investment of the project will be approximately EUR 36m .,1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",2
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",1
This transaction will also rationalize our pulp and paper industry related solutions .,2
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",1
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",2
The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .,1
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",1
Poyry has a good track record of major transportation projects in Latin America .,2
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",0
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",1
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",1
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
No financial details were provided .,1
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",1
Net sales are expected to remain on the same level as in 2007 .,1
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",1
"In Finland , Alma Media will focus on quality and developing chain operations .",1
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",0
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,1
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",1
"The contract value amounts to about EUR11m , the company added .",1
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",0
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",1
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",2
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,1
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",1
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,2
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,2
The expanded company will continue to be called NewPage .,1
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",2
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",2
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",1
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",1
"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use .",1
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1
Net sales surged by 30 % to EUR 36 million .,2
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",1
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",0
"s business sectors are building construction , infrastructure construction and technical building services .",1
Odell has not contacted the State of Finland in this issue .,1
It also recovers valuable raw material for Kemira 's water chemical production .,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",1
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,2
"The contract includes software licences , application maintenance and training .",1
No other ev3 devices were involved in this action .,1
Rosa is one of the best-known Duckburg illustrators .,1
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,1
Strategic and operational business information is objectively reported .,1
The company reiterates its outlook for 2009 .,1
It is in line with its plans to focus on selected growth segments and streamline corporate structure .,2
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",2
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,0
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",2
`` I warmly welcome Michael Frei to Outotec .,2
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",2
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1
"Purchase it for the 12MP snapper , if nothing else .",1
The situation of coated magazine printing paper will continue to be weak .,0
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",1
Competition authorities will have to approve the deal before it can be finalized .,1
`` The combined activities will create value for shareholders and be good for our employees and customers .,2
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",2
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1
`` We are pleased to welcome Tapeks Noma into Cramo group .,2
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",1
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,2
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,2
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",2
"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",1
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",2
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",2
The effect of the savings will be noticeable from the beginning of 2010 .,1
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",1
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",2
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",0
Mobile data transfer is expected to increase explosively in the LTE era .,1
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,0
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,1
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,1
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",1
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,1
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",2
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",2
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",1
The value of the deal is estimated at between SEK25m and SEK50m .,1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0
"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",1
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,2
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,2
The medium-term operative targets of the company remain unchanged .,1
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",2
Protalix has $ 42 million in cash and no sales .,1
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",2
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,1
"Maximum amount of terminations in Finland is 40 employees , the company added .",1
The total project duration is three years and it is valued at some EUR11 .5 m.,1
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",2
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",2
"The Bank of +àland acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .",1
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
The company has committed to further expanding the Apollo portfolio .,2
Basware offers full support for all SAP versions starting from SAP 4.5 .,1
The new technology improves the glass quality and consistency while increasing throughput .,2
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",1
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,1
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",2
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,0
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",2
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1
"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",1
"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",0
The company expects sales revenue of RMB8 .0 billion in 2009 .,1
Etteplan targets to employ at least 20 people in Borl+ñnge .,2
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",1
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",0
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",1
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,0
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",1
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,2
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,2
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",0
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",2
Le Lay succeeds Walter G++nter and will be based in Finland .,1
"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",1
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,0
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,0
"If needed , she provides also further information on ferry connections and hotels .",1
"In this case , the effect would be negative in Finland .",0
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",1
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",2
"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees .",1
"The company operates worldwide and employs in total approximately 47,000 persons .",1
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",0
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",1
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,1
"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",1
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",1
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",2
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,2
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",2
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",2
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,1
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",2
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",0
The measures taken will cause one-time costs during the final part of 2006 .,1
Capital base and capital adequacy measurement is based on approaches under Basel II .,1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1
"Sami Sepp+ñnen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",1
Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,1
The order was valued at over EUR15m .,1
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",1
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",1
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,1
Other potential clients include public administration organizations investing in utility networks and services .,1
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,1
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,0
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,1
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",1
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',0
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",1
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,2
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,1
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",1
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",1
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",0
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",1
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0
Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .,1
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",2
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,1
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,1
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,2
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,1
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",0
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,1
"Secure your files online Like filling out a tax return , making a backup is boring .",1
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",0
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",2
"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top .",1
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",1
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,2
Total value of the contract is about EUR 10mn .,1
"Most of the new substations support EDGE technology , which enables faster data traffic .",1
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",2
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,2
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",1
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",0
`` The issues identified by Stonesoft affect a range of content inspection technology .,1
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",1
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,2
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",1
The company will also be compensated for acting as a reserve batch plant .,2
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",2
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,1
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",1
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',2
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1
